id_client,nom,prenom,date_naissance,nationalite,pays_residence,risque_pays,classification_pays,profession,secteur_activite,segment,patrimoine_declare,revenus_declare,structure_juridique,est_pep,type_pep,est_mep,est_sous_sanctions,est_declare_crf,screening_worldcheck,screening_dowjones,date_entree_relation
CLI_0289,Vincent,Théodore,1991-03-28,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,mass_affluent,495041.44,34058.52,physique,False,,False,False,False,clear,clear,2016-12-08
CLI_0290,Michaud,Marcelle,1995-03-11,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1282228.75,98856.54,physique,False,,False,False,False,hit,clear,2020-10-06
CLI_0291,Bonneau,Philippe,1957-07-19,Luxembourg,Luxembourg,0,FAIBLE,Notaire,Juridique,mass_affluent,407074.34,36630.75,physique,False,,False,False,False,clear,hit,2024-02-01
CLI_0292,Bouvet,Marguerite,1946-11-22,Portugal,France,0,FAIBLE,Ancien ministre,Politique,HNWI,1404089.13,149665.02,moral,True,PPE1,False,False,False,clear,hit,2024-08-04
CLI_0293,Albert,Joseph,1953-08-11,France,France,0,FAIBLE,Directeur banque centrale,Finance,HNWI,1312500.52,132427.64,physique,True,PPE1,False,False,False,clear,clear,2018-11-21
CLI_0294,Besson,Jérôme,1964-04-05,Belgium,Belgium,0,FAIBLE,Rentier,Patrimoine,HNWI,3593802.77,311149.07,physique,False,,False,False,False,clear,clear,2021-09-28
CLI_0295,Bègue,Capucine,1963-01-14,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,2545686.31,281866.71,physique,False,,False,False,False,clear,clear,2023-12-15
CLI_0296,Lamy,Patrick,1971-05-08,Belgium,Belgium,0,FAIBLE,Notaire,Juridique,mass_affluent,335318.52,33047.75,physique,False,,False,False,False,clear,clear,2023-02-08
CLI_0297,Guibert,Margaux,1967-09-10,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3721807.19,405674.23,physique,False,,False,False,False,clear,hit,2022-07-21
CLI_0298,Didier,Eugène,1966-05-13,France,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,2458617.27,234032.92,physique,False,,False,False,False,clear,clear,2020-07-02
CLI_0299,Charrier,Adrienne,1966-03-26,Portugal,Portugal,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3502555.78,349099.24,physique,False,,False,False,False,clear,clear,2020-05-31
CLI_0300,Paris,Philippine,1956-05-12,Belgium,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,569122.82,65029.21,physique,False,,False,False,False,clear,clear,2025-02-07
CLI_0301,Didier,Christiane,1984-05-29,Belgium,Belgium,0,FAIBLE,Directeur financier,Finance,mass_affluent,317553.63,37228.85,physique,False,,False,False,False,clear,clear,2024-02-04
CLI_0302,Vincent,Élise,1990-09-08,Finland,Finland,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,353602.11,31844.72,physique,False,,False,False,False,clear,clear,2020-01-15
CLI_0303,Caron,Martin,1969-08-21,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,596549.46,67890.96,physique,False,,False,False,False,clear,clear,2020-12-11
CLI_0304,Brunet,Astrid,1946-07-14,Luxembourg,France,0,FAIBLE,Banquier privé,Finance,HNWI,3039669.0,333181.26,physique,False,,False,False,False,clear,clear,2022-02-17
CLI_0305,Ramos,Adélaïde,1977-05-07,Belgium,Belgium,0,FAIBLE,Expert comptable,Finance,mass_affluent,438729.95,40171.9,moral,False,,False,False,False,clear,clear,2017-12-09
CLI_0306,Richard,Raymond,1988-08-03,France,France,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,463671.2,28049.81,physique,False,,False,False,False,clear,clear,2022-06-13
CLI_0307,Alexandre,Bertrand,1984-02-29,Italy,Italy,0,FAIBLE,Expert comptable,Finance,HNWI,4849399.43,342815.32,physique,False,,False,False,False,clear,clear,2017-09-23
CLI_0308,Cohen,Olivie,1977-03-29,Belgium,Belgium,0,FAIBLE,Directeur banque centrale,Finance,HNWI,1310474.74,114567.54,physique,True,PPE1,False,False,False,clear,clear,2020-03-30
CLI_0309,Jean,Anne,1946-09-15,Belgium,Belgium,0,FAIBLE,Rentier,Patrimoine,HNWI,2907976.88,296219.09,physique,False,,False,False,False,clear,clear,2017-10-09
CLI_0310,Delahaye,René,1951-07-22,Luxembourg,Luxembourg,0,FAIBLE,Rentier,Patrimoine,mass_affluent,408041.0,45732.85,physique,False,,False,False,False,clear,clear,2017-03-09
CLI_0311,Moulin,Suzanne,1954-10-12,Germany,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1702525.27,144771.54,physique,False,,False,False,False,clear,clear,2021-04-08
CLI_0312,Roche,Océane,1995-10-07,Denmark,France,0,FAIBLE,Rentier,Patrimoine,mass_affluent,686602.46,81750.63,physique,False,,False,False,False,clear,clear,2016-09-05
CLI_0313,Ramos,Éric,1961-12-20,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3533471.75,364949.43,physique,False,,False,False,False,clear,clear,2021-11-30
CLI_0314,Chauvet,Jeanne,1988-07-19,Italy,Italy,0,FAIBLE,Dirigeant PME,Industrie,HNWI,3504143.72,184460.83,physique,False,,False,False,False,clear,clear,2017-02-13
CLI_0315,Alexandre,Corinne,1994-10-31,France,France,0,FAIBLE,Rentier,Patrimoine,HNWI,4944741.1,550789.57,physique,False,,False,False,False,clear,clear,2019-02-13
CLI_0316,Adam,Noémi,1973-02-06,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,2012126.52,148190.02,physique,False,,False,False,False,pending,clear,2024-07-05
CLI_0317,Roy,Pénélope,1985-03-04,Sweden,Sweden,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3195860.96,209976.04,physique,False,,False,False,False,clear,clear,2023-09-13
CLI_0318,Godard,Patricia,1964-04-22,Belgium,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1595684.36,139512.82,physique,False,,False,False,False,pending,clear,2020-02-21
CLI_0319,Daniel,Alfred,1965-08-06,Belgium,Belgium,0,FAIBLE,Dirigeant PME,Industrie,HNWI,2487817.67,246619.29,physique,False,,False,False,False,clear,clear,2021-08-09
CLI_0320,Prévost,Julien,1955-12-18,Luxembourg,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1810113.05,103799.12,physique,False,,False,False,False,clear,clear,2020-05-15
CLI_0321,Fontaine,Alfred,1986-09-25,France,France,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,459915.65,36187.51,physique,False,,False,False,False,clear,clear,2022-09-20
CLI_0322,Carlier,Christiane,1989-12-23,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,561329.19,54354.37,physique,False,,False,False,False,clear,clear,2020-09-16
CLI_0323,Da Costa,Hortense,1975-11-21,Portugal,Portugal,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,318925.15,17064.29,moral,False,,False,False,False,clear,clear,2023-02-01
CLI_0324,Roche,Jeannine,1957-01-20,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,999999.0,59687.55,physique,False,,False,False,False,clear,clear,2019-03-09
CLI_0325,Leroy,Guy,1967-08-14,Luxembourg,Luxembourg,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1000000.0,117361.7,physique,False,,False,False,False,clear,clear,2017-02-07
CLI_0326,Fernandes,Emmanuelle,1971-03-12,France,Italy,0,FAIBLE,Directeur financier,Finance,mass_affluent,272208.76,29699.2,physique,False,,False,False,False,clear,clear,2016-10-16
CLI_0327,Mace,Julien,1983-07-27,Spain,Belgium,0,FAIBLE,Médecin chirurgien,Santé,HNWI,4460081.56,450064.62,physique,False,,False,False,False,clear,clear,2018-11-09
CLI_0328,Vaillant,Corinne,1982-02-04,Sweden,Sweden,0,FAIBLE,Médecin chirurgien,Santé,HNWI,3450963.02,352183.43,physique,False,,False,False,False,clear,clear,2024-07-16
CLI_0329,Vidal,Alix,1984-05-25,Sweden,Sweden,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,3069066.1,227732.27,physique,False,,False,False,False,clear,clear,2016-11-04
CLI_0330,Chartier,Jeannine,1962-08-28,Belgium,Belgium,0,FAIBLE,Haut fonctionnaire,Politique,mass_affluent,568830.74,47127.76,physique,True,PPE1,False,False,False,clear,clear,2018-08-26
CLI_0331,Wagner,Colette,1993-10-26,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1965834.23,130629.68,physique,False,,False,False,False,clear,clear,2016-08-18
CLI_0332,Nguyen,Bernard,1978-04-01,Finland,Finland,0,FAIBLE,Médecin chirurgien,Santé,HNWI,1058032.85,55555.44,physique,False,,False,False,False,clear,clear,2025-05-03
CLI_0333,Normand,Thérèse,1973-08-28,Germany,Germany,0,FAIBLE,Directeur financier,Finance,HNWI,2090812.26,157718.28,physique,False,,False,False,False,clear,clear,2019-12-04
CLI_0334,Colin,Catherine,1954-01-06,Belgium,Belgium,0,FAIBLE,Expert comptable,Finance,HNWI,1234265.73,118642.21,physique,False,,False,False,False,clear,clear,2021-03-02
CLI_0335,Leblanc,Auguste,1972-04-26,Italy,Italy,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,653467.38,65464.31,physique,False,,False,False,False,clear,clear,2017-09-20
CLI_0336,Labbé,Adèle,1964-01-18,France,France,0,FAIBLE,Héritier,Patrimoine,HNWI,1788807.64,184248.0,physique,False,,False,False,False,clear,clear,2025-06-20
CLI_0337,Lévy,Charlotte,1952-02-08,France,France,0,FAIBLE,Rentier,Patrimoine,HNWI,1112535.23,112961.24,physique,False,,False,False,False,clear,clear,2025-05-27
CLI_0338,Vincent,Pauline,1971-11-02,Luxembourg,Luxembourg,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1583312.79,152040.03,physique,False,,False,False,False,clear,clear,2023-05-12
CLI_0339,Bousquet,Honoré,1995-02-24,Sweden,France,0,FAIBLE,Expert comptable,Finance,mass_affluent,521869.37,42636.31,physique,False,,False,False,False,clear,clear,2023-03-12
CLI_0340,Valentin,Paul,1988-02-16,Portugal,Portugal,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1336270.14,85604.45,physique,False,,False,False,False,clear,clear,2024-03-17
CLI_0341,Boutin,Agnès,1994-04-08,Belgium,Belgium,0,FAIBLE,Parlementaire,Politique,HNWI,1115090.05,105466.8,moral,True,PPE1,False,False,False,clear,clear,2023-10-03
CLI_0342,Martins,Audrey,1991-09-04,Belgium,Belgium,0,FAIBLE,Ancien ministre,Politique,HNWI,2351540.13,257049.38,physique,True,PPE1,False,False,False,clear,clear,2025-06-17
CLI_0343,Baron,Marianne,1972-05-08,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2353647.0,141807.2,physique,False,,False,False,False,clear,clear,2018-09-08
CLI_0344,Boulay,Virginie,1963-11-06,Norway,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1390452.48,141782.9,physique,False,,False,False,False,clear,clear,2019-01-11
CLI_0345,Vallée,Suzanne,1996-06-01,Italy,Italy,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1425842.16,126399.08,physique,False,,False,False,False,clear,clear,2017-08-23
CLI_0346,Bouvet,Matthieu,1961-07-10,Italy,Italy,0,FAIBLE,Rentier,Patrimoine,HNWI,2332462.08,212690.16,physique,False,,False,False,False,clear,clear,2020-03-03
CLI_0347,Maillard,Anouk,1969-09-05,France,France,0,FAIBLE,Médecin chirurgien,Santé,mass_affluent,247896.42,18940.25,moral,False,,False,False,False,clear,clear,2024-10-06
CLI_0348,Le Goff,Christelle,1988-04-15,Portugal,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1000000.0,91781.62,physique,False,,False,False,False,clear,clear,2020-08-31
CLI_0349,Martin,Virginie,1953-12-01,France,France,0,FAIBLE,Banquier privé,Finance,mass_affluent,331911.06,20867.53,physique,False,,False,False,False,clear,clear,2017-07-03
CLI_0350,Perrier,Robert,1968-09-01,Belgium,Belgium,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,406208.21,47332.02,physique,False,,False,False,False,clear,clear,2016-12-28
CLI_0351,Rodriguez,Andrée,1968-03-30,Portugal,Portugal,0,FAIBLE,Directeur financier,Finance,HNWI,2464834.68,230410.82,physique,False,,False,False,False,clear,clear,2018-03-23
CLI_0352,Guillot,Brigitte,1962-05-21,Luxembourg,Luxembourg,0,FAIBLE,Ancien ministre,Politique,HNWI,5569129.7,479951.76,physique,True,PPE1,False,False,False,clear,clear,2019-02-23
CLI_0353,Jacob,Adèle,1966-09-16,France,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,3614130.06,422633.96,physique,False,,False,False,False,clear,clear,2024-10-17
CLI_0354,Joly,Jeanne,1990-08-21,Norway,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1772750.81,197669.88,physique,False,,False,False,False,clear,clear,2017-10-21
CLI_0355,Le Roux,Monique,1955-02-17,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,1956540.96,206601.01,physique,False,,False,False,False,clear,clear,2024-11-21
CLI_0356,Girard,Bernard,1983-10-28,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1000000.0,50412.92,physique,False,,False,False,False,clear,clear,2021-10-19
CLI_0357,Cohen,Michèle,1987-03-05,France,France,0,FAIBLE,Rentier,Patrimoine,HNWI,1957230.08,109713.25,physique,False,,False,False,False,clear,clear,2016-07-23
CLI_0358,Bigot,Madeleine,1959-02-21,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,394169.6,37202.99,physique,False,,False,False,False,clear,clear,2022-02-02
CLI_0359,Faivre,Dominique,1948-05-07,Sweden,Sweden,0,FAIBLE,Directeur financier,Finance,mass_affluent,503373.35,25345.9,physique,False,,False,False,False,clear,clear,2023-06-01
CLI_0360,Albert,Charles,1947-09-30,Spain,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1111185.85,66639.88,physique,False,,False,False,False,clear,clear,2021-12-12
CLI_0361,Valette,Gérard,1966-09-15,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,544562.83,48181.03,physique,False,,False,False,False,clear,clear,2024-11-26
CLI_0362,Joubert,Corinne,1995-09-10,Portugal,Portugal,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,816755.91,44828.97,physique,False,,False,False,False,clear,clear,2017-04-05
CLI_0363,Thomas,Patricia,1958-05-24,Belgium,Belgium,0,FAIBLE,Directeur financier,Finance,HNWI,1837410.67,132155.83,physique,False,,False,False,False,clear,clear,2024-11-25
CLI_0364,Dias,Benoît,1973-06-07,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,2626593.21,187494.17,physique,False,,False,False,False,clear,clear,2019-11-05
CLI_0365,Martel,Michelle,1975-05-19,Finland,Finland,0,FAIBLE,Rentier,Patrimoine,HNWI,3214237.74,177676.62,physique,False,,False,False,False,clear,clear,2019-08-27
CLI_0366,Raynaud,Bernadette,1966-12-08,Norway,Belgium,0,FAIBLE,Médecin chirurgien,Santé,HNWI,1497257.52,131425.37,physique,False,,False,False,False,clear,clear,2019-12-23
CLI_0367,Bernier,Bernadette,1987-10-03,Sweden,Sweden,0,FAIBLE,Expert comptable,Finance,mass_affluent,483901.66,41205.05,physique,False,,False,False,False,clear,clear,2020-06-11
CLI_0368,Schneider,Xavier,1970-10-02,Belgium,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,2000313.91,235519.94,physique,False,,False,False,False,clear,clear,2023-11-03
CLI_0369,Blanchard,Théophile,1989-09-22,France,France,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,2123069.06,223776.22,physique,False,,False,False,False,clear,clear,2024-04-07
CLI_0370,Antoine,Noémi,1968-11-14,Finland,France,0,FAIBLE,Directeur financier,Finance,HNWI,1154171.3,78982.39,physique,False,,False,False,False,clear,clear,2024-11-24
CLI_0371,Georges,Élise,1946-07-21,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2017071.21,150680.99,physique,False,,False,False,False,clear,clear,2017-05-29
CLI_0372,Pinto,Thibaut,1950-01-25,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,539932.45,32675.0,physique,False,,False,False,False,clear,clear,2023-05-23
CLI_0373,Alexandre,Roland,1978-05-26,Belgium,Belgium,0,FAIBLE,Médecin chirurgien,Santé,mass_affluent,790528.86,48449.33,physique,False,,False,False,False,clear,clear,2021-02-02
CLI_0374,Legros,Augustin,1955-08-19,Belgium,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,649337.79,74395.46,physique,False,,False,False,False,clear,clear,2020-04-30
CLI_0375,Fischer,Lucas,1955-04-01,Belgium,Belgium,0,FAIBLE,Rentier,Patrimoine,HNWI,8950569.51,1069542.11,moral,False,,False,False,False,clear,clear,2019-01-04
CLI_0376,Meunier,Alexandrie,1979-02-06,Belgium,Belgium,0,FAIBLE,Banquier privé,Finance,mass_affluent,325481.52,31894.38,physique,False,,False,False,False,clear,clear,2019-11-08
CLI_0377,Poirier,Juliette,1983-04-02,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,3651411.8,220798.26,physique,False,,False,False,False,clear,clear,2025-01-29
CLI_0378,Lebrun,Agnès,1961-07-24,Portugal,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,476077.91,41775.85,physique,False,,False,False,False,clear,clear,2025-06-26
CLI_0379,Alexandre,Alfred,1971-08-01,France,France,0,FAIBLE,Médecin chirurgien,Santé,HNWI,9182977.47,704210.9,physique,False,,False,False,False,clear,clear,2025-06-23
CLI_0380,Benard,Emmanuel,1978-02-18,Belgium,Belgium,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1126010.26,125407.86,physique,False,,False,False,False,clear,clear,2022-11-08
CLI_0381,Pasquier,Camille,1951-12-07,Monaco,Italy,0,FAIBLE,Notaire,Juridique,mass_affluent,316194.01,24858.91,physique,False,,False,False,False,clear,clear,2020-03-31
CLI_0382,Masson,Geneviève,1947-06-04,France,France,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1303319.65,102865.77,moral,False,,False,False,False,clear,clear,2025-05-03
CLI_0383,Camus,Margot,1958-10-31,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1000000.0,110468.14,physique,False,,False,False,False,clear,clear,2024-03-22
CLI_0384,Schneider,Noël,1987-02-17,Luxembourg,Luxembourg,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1372262.62,136506.23,physique,False,,False,False,False,hit,clear,2019-11-01
CLI_0385,Valette,Michelle,1990-08-08,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1165437.53,107956.83,physique,False,,False,False,False,clear,clear,2021-07-18
CLI_0386,Marie,Marine,1967-07-03,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,469844.71,37929.64,physique,False,,False,False,False,clear,clear,2017-01-06
CLI_0387,Roche,Anouk,1952-05-02,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,2518638.87,189355.8,physique,False,,False,False,False,hit,clear,2021-01-03
CLI_0388,Hoareau,Thibault,1993-07-07,France,France,0,FAIBLE,Médecin chirurgien,Santé,HNWI,7372884.62,404057.69,physique,False,,False,False,False,clear,clear,2020-04-25
CLI_0389,Camus,Odette,1980-05-29,Luxembourg,Luxembourg,0,FAIBLE,Promoteur immobilier,Immobilier,mass_affluent,647043.97,50648.63,physique,False,,False,False,False,clear,clear,2017-04-23
CLI_0390,Benoit,Jean,1968-05-01,Finland,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,351244.74,37555.2,physique,False,,False,False,False,clear,clear,2018-05-03
CLI_0391,Bernier,Denis,1975-08-22,Germany,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1057173.85,116650.29,physique,False,,False,False,False,clear,clear,2020-02-01
CLI_0392,Thierry,Luc,1985-01-19,Italy,Italy,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,2797798.51,141794.17,physique,False,,False,False,False,clear,clear,2017-01-24
CLI_0393,Ollivier,René,1953-11-02,Belgium,Belgium,0,FAIBLE,Banquier privé,Finance,HNWI,1000000.0,90159.88,physique,False,,False,False,False,clear,clear,2020-01-28
CLI_0394,Léger,Gilles,1946-10-04,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,920418.29,62108.61,physique,False,,False,False,False,clear,clear,2020-03-03
CLI_0395,Guérin,Brigitte,1959-11-17,Norway,Luxembourg,0,FAIBLE,Directeur financier,Finance,HNWI,4527172.29,495094.92,physique,False,,False,False,False,clear,clear,2019-06-22
CLI_0396,Goncalves,Matthieu,1982-07-04,Sweden,Sweden,0,FAIBLE,Notaire,Juridique,mass_affluent,366711.14,24036.63,physique,False,,False,False,False,clear,clear,2019-08-03
CLI_0397,Bourgeois,Juliette,1979-10-13,France,France,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1000000.0,58425.77,physique,False,,False,False,False,clear,clear,2019-11-19
CLI_0398,Chartier,Franck,1982-02-17,Belgium,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,5115116.14,340665.41,physique,False,,False,False,False,clear,clear,2017-04-13
CLI_0399,Masse,Franck,1983-03-18,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1829991.92,164696.86,physique,False,,False,False,False,clear,clear,2022-07-04
CLI_0400,Pichon,Agathe,1981-09-02,Portugal,Portugal,0,FAIBLE,Banquier privé,Finance,HNWI,4715999.42,501767.18,physique,False,,False,False,False,clear,pending,2023-05-16
CLI_0401,Gautier,Frédéric,1974-03-08,Norway,Finland,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1000000.0,53339.65,physique,False,,False,False,False,clear,clear,2017-06-06
CLI_0402,Briand,Christine,1954-11-05,France,France,0,FAIBLE,Rentier,Patrimoine,HNWI,1303335.73,150182.23,physique,False,,False,False,False,clear,clear,2018-07-15
CLI_0403,Langlois,Madeleine,1962-08-12,Sweden,Sweden,0,FAIBLE,Diplomate,Politique,mass_affluent,443342.32,52560.94,physique,True,PPE1,False,False,False,clear,clear,2024-04-22
CLI_0404,Sanchez,Margaud,1948-07-30,Portugal,Italy,0,FAIBLE,Médecin chirurgien,Santé,HNWI,2049049.15,194333.14,physique,False,,False,False,False,clear,clear,2023-07-01
CLI_0405,François,Claude,1950-10-15,France,France,0,FAIBLE,Héritier,Patrimoine,HNWI,1446929.34,99437.42,physique,False,,False,False,False,clear,clear,2019-12-31
CLI_0406,Schmitt,Laure,1954-10-08,Portugal,Finland,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3066339.16,180155.99,physique,False,,False,False,False,clear,clear,2016-11-01
CLI_0407,Couturier,Pénélope,1957-09-22,Portugal,Portugal,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,288644.71,14964.94,physique,False,,False,False,False,clear,clear,2022-02-23
CLI_0408,Lemaire,Vincent,1953-05-20,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1794674.74,145406.75,physique,False,,False,False,False,clear,clear,2022-11-03
CLI_0409,Maurice,Alexandrie,1959-10-25,Norway,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,2156952.58,190670.66,physique,False,,False,False,False,clear,clear,2024-08-15
CLI_0410,Michaud,Catherine,1950-08-06,Belgium,Belgium,0,FAIBLE,Médecin chirurgien,Santé,HNWI,2842251.8,203722.07,physique,False,,False,False,False,clear,clear,2016-09-07
CLI_0411,Payet,Gilbert,1972-09-03,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3262911.38,270312.16,physique,False,,False,False,False,clear,clear,2017-02-23
CLI_0412,Pages,Élodie,1976-05-04,France,France,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,282135.62,17830.96,physique,False,,False,False,False,clear,clear,2019-03-31
CLI_0413,Georges,Christiane,1979-05-20,Portugal,Portugal,0,FAIBLE,Directeur financier,Finance,mass_affluent,239510.93,24793.62,physique,False,,False,False,False,clear,clear,2018-05-24
CLI_0414,Marques,Camille,1972-09-15,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,4849439.92,279933.65,physique,False,,False,False,False,clear,clear,2024-05-21
CLI_0415,Lacombe,Monique,1994-02-02,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,2502047.13,147002.14,physique,False,,False,False,False,clear,clear,2017-01-08
CLI_0416,Prévost,Édith,1989-12-17,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1174155.15,123755.64,physique,False,,False,False,False,clear,clear,2018-06-18
CLI_0417,Morel,Philippine,1964-12-10,Finland,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,5872590.36,634108.47,physique,False,,False,False,False,clear,clear,2024-02-06
CLI_0418,Labbé,Martin,1991-05-11,Italy,Italy,0,FAIBLE,Médecin chirurgien,Santé,mass_affluent,463364.77,55023.69,physique,False,,False,False,False,clear,clear,2016-09-16
CLI_0419,Andre,Pauline,1982-11-28,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,4526719.35,321020.97,physique,False,,False,False,False,clear,clear,2018-09-13
CLI_0420,Moulin,Noémi,1959-03-24,Germany,Germany,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,454524.63,47834.2,physique,False,,False,False,False,clear,clear,2019-06-22
CLI_0421,Julien,Margaud,1967-12-22,France,France,0,FAIBLE,Expert comptable,Finance,mass_affluent,999999.0,73689.47,physique,False,,False,False,False,clear,clear,2022-06-24
CLI_0422,Cordier,Hortense,1961-04-17,Sweden,France,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,892816.49,93923.69,physique,False,,False,False,False,clear,clear,2017-01-22
CLI_0423,Valentin,Lucas,1982-08-29,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,400478.09,35695.31,physique,False,,False,False,False,clear,clear,2018-02-21
CLI_0424,Leroux,Thierry,1989-08-02,Belgium,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3914114.44,341231.01,physique,False,,False,False,False,clear,clear,2024-05-04
CLI_0425,Marchal,Vincent,1964-08-17,Denmark,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3115073.06,324968.03,physique,False,,False,False,False,clear,clear,2018-12-02
CLI_0426,Salmon,Victor,1948-03-25,Belgium,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,5168236.52,406669.5,physique,False,,False,False,False,clear,clear,2024-07-26
CLI_0427,Ledoux,Zoé,1966-08-29,France,France,0,FAIBLE,Héritier,Patrimoine,mass_affluent,300748.79,27058.63,physique,False,,False,False,False,clear,clear,2023-09-07
CLI_0428,Jacquot,Laurent,1955-09-18,Portugal,Portugal,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,3205042.86,368542.3,physique,False,,False,False,False,clear,clear,2018-02-13
CLI_0429,Diallo,Édith,1976-12-27,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,4159465.51,285368.84,physique,False,,False,False,False,clear,clear,2022-06-17
CLI_0430,Samson,Manon,1996-04-18,Luxembourg,Luxembourg,0,FAIBLE,Ancien ministre,Politique,mass_affluent,218929.32,13906.03,physique,True,PPE1,False,False,False,clear,clear,2022-03-31
CLI_0431,Ferreira,Astrid,1992-06-27,Belgium,Belgium,0,FAIBLE,Notaire,Juridique,HNWI,1000000.0,96566.96,physique,False,,False,False,False,clear,clear,2025-04-07
CLI_0432,Vaillant,Marie,1976-05-30,Sweden,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1000000.0,88505.69,physique,False,,False,False,False,clear,clear,2022-04-16
